Numero;Sexo;Level;HP;Ataque;Defesa;AtaqueEspecial;DefesaEspecial;Rapidez
277;F;50;167;150;123;139;112;194
277;F;100;324;295;240;273;218;383
278;M;1;40;30;30;55;30;85
278;M;50;147;90;90;117;90;150
278;M;100;284;174;174;229;174;295
278;F;1;40;30;30;55;30;85
278;F;50;147;90;90;117;90;150
278;F;100;284;174;174;229;174;295
279;M;1;60;50;100;95;70;65
279;M;50;167;112;167;161;134;128
279;M;100;324;218;328;317;262;251
279;F;1;60;50;100;95;70;65
279;F;50;167;112;167;161;134;128
279;F;100;324;218;328;317;262;251
280;M;1;28;25;25;45;35;40
280;M;50;135;84;84;106;95;101
280;M;100;260;163;163;207;185;196
280;F;1;28;25;25;45;35;40
280;F;50;135;84;84;106;95;101
280;F;100;260;163;163;207;185;196
281;M;1;38;35;35;65;55;50
281;M;50;145;95;95;128;117;112
281;M;100;280;185;185;251;229;218
281;F;1;38;35;35;65;55;50
281;F;50;145;95;95;128;117;112
281;F;100;280;185;185;251;229;218
282;M;1;68;65;65;125;115;80
282;M;50;175;128;128;194;183;145
282;M;100;340;251;251;383;361;284
282;F;1;68;65;65;125;115;80
282;F;50;175;128;128;194;183;145
282;F;100;340;251;251;383;361;284
283;M;1;40;30;32;50;52;65
283;M;50;147;90;92;112;114;128
283;M;100;284;174;179;218;223;251
283;F;1;40;30;32;50;52;65
283;F;50;147;90;92;112;114;128
283;F;100;284;174;179;218;223;251
284;M;1;70;60;62;100;82;80
284;M;50;177;123;125;167;147;145
284;M;100;344;240;245;328;289;284
284;F;1;70;60;62;100;82;80
284;F;50;177;123;125;167;147;145
284;F;100;344;240;245;328;289;284
285;M;1;60;40;60;40;60;35
285;M;50;167;101;123;101;123;95
285;M;100;324;196;240;196;240;185
285;F;1;60;40;60;40;60;35
285;F;50;167;101;123;101;123;95
285;F;100;324;196;240;196;240;185
286;M;1;60;130;80;60;60;70
286;M;50;167;200;145;123;123;134
286;M;100;324;394;284;240;240;262
286;F;1;60;130;80;60;60;70
286;F;50;167;200;145;123;123;134
286;F;100;324;394;284;240;240;262
287;M;1;60;60;60;35;35;30
287;M;50;167;123;123;95;95;90
287;M;100;324;240;240;185;185;174
287;F;1;60;60;60;35;35;30
287;F;50;167;123;123;95;95;90
287;F;100;324;240;240;185;185;174
288;M;1;80;80;80;55;55;90
288;M;50;187;145;145;117;117;156
288;M;100;364;284;284;229;229;306
288;F;1;80;80;80;55;55;90
288;F;50;187;145;145;117;117;156
288;F;100;364;284;284;229;229;306
289;M;1;150;160;100;95;65;100
289;M;50;257;233;167;161;128;167
289;M;100;504;460;328;317;251;328
289;F;1;150;160;100;95;65;100
289;F;50;257;233;167;161;128;167
289;F;100;504;460;328;317;251;328
290;M;1;31;45;90;30;30;40
290;M;50;138;106;156;90;90;101
290;M;100;266;207;306;174;174;196
290;F;1;31;45;90;30;30;40
290;F;50;138;106;156;90;90;101
290;F;100;266;207;306;174;174;196
291;M;1;61;90;45;50;50;160
291;M;50;168;156;106;112;112;233
291;M;100;326;306;207;218;218;460
291;F;1;61;90;45;50;50;160
291;F;50;168;156;106;112;112;233
291;F;100;326;306;207;218;218;460
292;I;1;1;90;45;30;30;40
292;I;50;1;156;106;90;90;101
292;I;100;1;306;207;174;174;196
293;M;1;64;51;23;51;23;28
293;M;50;171;113;82;113;82;88
293;M;100;332;221;159;221;159;170
293;F;1;1;306;207;174;174;196
293;F;50;171;113;82;113;82;88
293;F;100;332;221;159;221;159;170
294;M;1;84;71;43;71;43;48
294;M;50;191;135;104;135;104;110
294;M;100;372;265;203;265;203;214
294;F;1;84;71;43;71;43;48
294;F;50;191;135;104;135;104;110
294;F;100;372;265;203;265;203;214
295;M;1;104;91;63;91;73;68
295;M;50;211;157;126;157;126;132
295;M;100;412;309;247;309;247;258
295;F;1;104;91;63;91;73;68
295;F;50;211;157;126;157;126;132
295;F;100;412;309;247;309;247;258
296;M;1;72;60;30;20;30;25
296;M;50;179;123;90;79;90;84
296;M;100;348;240;174;152;174;163
296;F;1;72;60;30;20;30;25
296;F;50;179;123;90;79;90;84
296;F;100;348;240;174;152;174;163
297;M;1;144;120;60;40;60;50
297;M;50;251;189;123;101;123;112
297;M;100;492;372;240;196;240;218
297;F;1;144;120;60;40;60;50
297;F;50;251;189;123;101;123;112
297;F;100;492;372;240;196;240;218
298;M;1;50;20;40;20;40;20
298;M;50;157;79;101;79;101;79
298;M;100;304;152;196;152;196;152
298;F;1;50;20;40;20;40;20
298;F;50;157;79;101;79;101;79
298;F;100;304;152;196;152;196;152
299;M;1;30;45;135;45;90;30
299;M;50;137;106;205;106;156;90
299;M;100;264;207;405;207;306;174
299;F;1;30;45;135;45;90;30
299;F;50;137;106;205;106;156;90
299;F;100;264;207;405;207;306;174
300;M;1;50;45;45;35;35;50
300;M;50;157;106;106;95;95;112
300;M;100;304;207;207;185;185;218
300;F;1;50;45;45;35;35;50
300;F;50;157;106;106;95;95;112
300;F;100;304;207;207;185;185;218
301;M;1;70;65;65;55;55;90
301;M;50;177;128;128;117;117;156
301;M;100;344;251;251;229;229;306
301;F;1;70;65;65;55;55;90
301;F;50;177;128;128;117;117;156
301;F;100;344;251;251;229;229;306
302;M;1;50;75;75;65;65;50
302;M;50;157;139;139;128;128;112
302;M;100;304;273;273;251;251;218
302;F;1;50;75;75;65;65;50
302;F;50;157;139;139;128;128;112
302;F;100;304;273;273;251;251;218
303;M;1;50;85;85;55;55;50
303;M;50;157;150;150;117;117;112
303;M;100;304;295;295;229;229;218
303;F;1;50;85;85;55;55;50
303;F;50;157;150;150;117;117;112
303;F;100;304;295;295;229;229;218
304;M;1;50;70;100;40;40;30
304;M;50;157;134;167;101;101;90
304;M;100;304;262;328;196;196;174
304;F;1;50;70;100;40;40;30
304;F;50;157;134;167;101;101;90
304;F;100;304;262;328;196;196;174
305;M;1;60;90;140;50;50;40
305;M;50;167;156;211;112;112;101
305;M;100;324;306;416;218;218;196
305;F;1;60;90;140;50;50;40
305;F;50;167;156;211;112;112;101
305;F;100;324;306;416;218;218;196
306;M;1;70;110;180;60;60;50
306;M;50;177;178;255;123;123;112
306;M;100;344;350;504;240;240;218
306;F;1;70;110;180;60;60;50
306;F;50;177;178;255;123;123;112
306;F;100;344;350;504;240;240;218
307;M;1;30;40;55;40;55;60
307;M;50;137;101;117;101;117;123
307;M;100;264;196;229;196;229;240
307;F;1;30;40;55;40;55;60
307;F;50;137;101;117;101;117;123
307;F;100;264;196;229;196;229;240
308;M;1;60;60;75;60;75;80
308;M;50;167;123;139;123;139;145
308;M;100;324;240;273;240;273;284
308;F;1;60;60;75;60;75;80
308;F;50;167;123;139;123;139;145
308;F;100;324;240;273;240;273;284
309;M;1;40;45;40;65;40;65
309;M;50;147;106;101;128;101;128
309;M;100;284;207;196;251;196;251
309;F;1;40;45;40;65;40;65
309;F;50;147;106;101;128;101;128
309;F;100;284;207;196;251;196;251
310;M;1;70;75;60;105;60;105
310;M;50;177;139;123;172;123;172
310;M;100;344;273;240;339;240;339
310;F;1;70;75;60;105;60;105
310;F;50;177;139;123;172;123;172
310;F;100;344;273;240;339;240;339
311;M;1;60;50;40;85;75;95
311;M;50;167;112;101;150;139;161
311;M;100;324;218;196;295;273;317
311;F;1;60;50;40;85;75;95
311;F;50;167;112;101;150;139;161
311;F;100;324;218;196;295;273;317
312;M;1;60;40;50;75;85;95
312;M;50;167;101;112;139;150;161
312;M;100;324;196;218;273;295;317
312;F;1;60;40;50;75;85;95
312;F;50;167;101;112;139;150;161
312;F;100;324;196;218;273;295;317
313;M;1;65;73;75;47;85;85
313;M;50;172;137;139;108;150;150
313;M;100;334;269;273;212;295;295
314;F;1;65;47;75;73;85;85
314;F;50;172;108;139;137;150;150
314;F;100;334;212;273;269;295;295
315;M;1;50;60;45;100;80;65
315;M;50;157;123;106;167;145;128
315;M;100;304;240;207;328;284;251
315;F;1;50;60;45;100;80;65
315;F;50;157;123;106;167;145;128
315;F;100;304;240;207;328;284;251
316;M;1;70;43;53;43;53;40
316;M;50;177;104;115;104;115;101
316;M;100;344;203;225;203;225;196
316;F;1;70;43;53;43;53;40
316;F;50;177;104;115;104;115;101
316;F;100;344;203;225;203;225;196
317;M;1;100;73;83;73;83;55
317;M;50;207;137;148;137;148;117
317;M;100;404;269;291;269;291;229
317;F;1;100;73;83;73;83;55
317;F;50;207;137;148;137;148;117
317;F;100;404;269;291;269;291;229
318;M;1;45;90;20;65;20;65
318;M;50;152;156;79;128;79;128
318;M;100;294;306;152;251;152;251
318;F;1;45;90;20;65;20;65
318;F;50;152;156;79;128;79;128
318;F;100;294;306;152;251;152;251
319;M;1;70;120;40;95;40;95
319;M;50;177;189;101;161;101;161
319;M;100;344;372;196;317;196;317
319;F;1;70;120;40;95;40;95
319;F;50;177;189;101;161;101;161
319;F;100;344;372;196;317;196;317
320;M;1;130;70;35;70;35;60
320;M;50;237;134;95;134;94;123
320;M;100;464;262;185;262;185;240
320;F;1;130;70;35;70;35;60
320;F;50;237;134;95;134;94;123
320;F;100;464;262;185;262;185;240
321;M;1;170;90;45;90;45;60
321;M;50;277;156;106;156;106;123
321;M;100;544;306;207;307;207;240
321;F;1;170;90;45;90;45;60
321;F;50;277;156;106;156;106;123
321;F;100;544;306;207;307;207;240
322;M;1;60;60;40;65;45;35
322;M;50;167;123;101;128;106;95
322;M;100;324;240;196;251;207;185
322;F;1;60;60;40;65;45;35
322;F;50;167;123;101;128;106;95
322;F;100;324;240;196;251;207;185
323;M;1;70;100;70;105;75;40
323;M;50;177;167;134;172;139;101
323;M;100;344;328;262;339;273;196
323;F;1;70;100;70;105;75;40
323;F;50;177;167;134;172;139;101
323;F;100;344;328;262;339;273;196
324;M;1;70;85;140;85;70;20
324;M;50;177;150;211;150;134;79
324;M;100;344;295;416;295;262;152
324;F;1;70;85;140;85;70;20
324;F;50;177;150;211;150;134;79
324;F;100;344;295;416;295;262;152
325;M;1;60;25;35;70;80;60
325;M;50;167;84;95;134;145;123
325;M;100;324;163;185;262;284;240
325;F;1;60;25;35;70;80;60
325;F;50;167;84;95;134;145;123
325;F;100;324;163;185;262;284;240
326;M;1;80;45;65;90;110;80
326;M;50;187;106;128;156;178;145
326;M;100;364;207;251;306;350;284
326;F;1;80;45;65;90;110;80
326;F;50;187;106;128;156;178;145
326;F;100;364;207;251;306;350;284
327;M;1;60;60;60;60;60;60
327;M;50;167;123;123;123;123;123
327;M;100;324;240;240;240;240;240
327;F;1;60;60;60;60;60;60
327;F;50;167;123;123;123;123;123
327;F;100;324;240;240;240;240;240
328;M;1;45;100;45;45;45;10
328;M;50;152;167;106;106;106;68
328;M;100;294;328;207;207;207;130
328;F;1;45;100;45;45;45;10
328;F;50;152;167;106;106;106;68
328;F;100;294;328;207;207;207;130
329;M;1;50;70;50;50;50;70
329;M;50;157;134;112;112;112;134
329;M;100;304;262;218;218;218;262
329;F;1;50;70;50;50;50;70
329;F;50;157;134;112;112;112;134
329;F;100;304;262;218;218;218;262
330;M;1;80;100;80;80;80;100
330;M;50;187;167;145;145;145;167
330;M;100;364;328;284;284;284;328
330;F;1;80;100;80;80;80;100
330;F;50;187;167;145;145;145;167
330;F;100;364;328;284;284;284;328
331;M;1;50;85;40;85;40;35
331;M;50;157;150;101;150;101;95
331;M;100;304;295;196;295;196;185
331;F;1;50;85;40;85;40;35
331;F;50;157;150;101;150;101;95
331;F;100;304;295;196;295;196;185
332;M;1;70;115;60;115;60;55
332;M;50;177;183;123;183;123;117
332;M;100;344;361;240;360;240;229
332;F;1;70;115;60;115;60;55
332;F;50;177;183;123;183;123;117
332;F;100;344;361;240;360;240;229
333;M;1;45;40;60;40;75;50
333;M;50;152;101;123;101;139;112
333;M;100;294;196;240;196;273;218
333;F;1;45;40;60;40;75;50
333;F;50;152;101;123;101;139;112
333;F;100;294;196;240;196;273;218
334;M;1;75;70;90;70;105;80
334;M;50;182;134;156;134;172;145
334;M;100;354;262;306;262;339;284
334;F;1;75;70;90;70;105;80
334;F;50;182;134;156;134;172;145
334;F;100;354;262;306;262;339;284
335;M;1;73;115;60;60;60;90
335;M;50;180;183;123;123;123;156
335;M;100;350;361;240;240;240;306
335;F;1;73;115;60;60;60;90
335;F;50;180;183;123;123;123;156
335;F;100;350;361;240;240;240;306
336;M;1;73;100;60;100;60;65
336;M;50;180;167;123;167;123;128
336;M;100;350;328;240;328;240;251
336;F;1;73;100;60;100;60;65
336;F;50;180;167;123;167;123;128
336;F;100;350;328;240;328;240;251
337;I;1;90;55;65;95;85;70
337;I;50;197;117;128;161;150;134
337;I;100;384;229;251;317;295;262
338;I;1;90;95;85;55;65;70
338;I;50;197;161;150;117;128;134
338;I;100;384;317;295;229;251;262
339;M;1;50;48;43;46;41;60
339;M;50;157;110;104;107;102;123
339;M;100;304;214;203;210;199;240
339;F;1;50;48;43;46;41;60
339;F;50;157;110;104;107;102;123
339;F;100;304;214;203;210;199;240
340;M;1;110;78;73;76;71;60
340;M;50;217;143;137;140;135;123
340;M;100;424;280;269;276;265;240
340;F;1;110;78;73;76;71;60
340;F;50;217;143;137;140;135;123
340;F;100;424;280;269;276;265;240
341;M;1;43;80;65;50;35;35
341;M;50;150;145;128;112;95;95
341;M;100;290;284;251;218;185;185
341;F;1;43;80;65;50;35;35
341;F;50;150;145;128;112;95;95
341;F;100;290;284;251;218;185;185
342;M;1;63;120;85;90;55;55
342;M;50;170;189;150;156;117;117
342;M;100;330;372;295;306;229;229
342;F;1;63;120;85;90;55;55
342;F;50;170;189;150;156;117;117
342;F;100;330;372;295;306;229;229
343;I;1;40;40;55;40;70;55
343;I;50;147;101;117;101;134;117
343;I;100;284;196;229;196;262;229
344;I;1;60;70;105;70;120;75
344;I;50;167;134;172;134;189;139
344;I;100;324;262;339;262;372;273
345;M;1;66;41;77;61;87;23
345;M;50;173;102;141;124;152;82
345;M;100;336;199;278;243;300;159
345;F;1;66;41;77;61;87;23
345;F;50;173;102;141;124;152;82
345;F;100;336;199;278;243;300;159
346;M;1;86;81;97;81;107;43
346;M;50;193;146;163;146;174;104
346;M;100;376;287;322;287;344;203
346;F;1;86;81;97;81;107;43
346;F;50;193;146;163;146;174;104
346;F;100;376;287;322;287;344;203
347;M;1;45;95;50;40;50;75
347;M;50;152;161;112;101;112;139
347;M;100;294;317;218;196;218;273
347;F;1;45;95;50;40;50;75
347;F;50;152;161;112;101;112;139
347;F;100;294;317;218;196;218;273
348;M;1;75;125;100;70;80;45
348;M;50;182;194;167;134;145;106
348;M;100;354;384;328;262;284;207
348;F;1;75;125;100;70;80;45
348;F;50;182;194;167;134;145;106
348;F;100;354;384;328;262;284;207
349;M;1;20;15;20;10;55;80
349;M;50;127;73;79;68;117;145
349;M;100;244;141;152;130;229;284
349;F;1;20;15;20;10;55;80
349;F;50;127;73;79;68;117;145
349;F;100;244;141;152;130;229;284
350;M;1;95;60;79;100;125;81
350;M;50;202;123;144;167;194;146
350;M;100;394;240;282;328;383;287
350;F;1;95;60;79;100;125;81
350;F;50;202;123;144;167;194;146
350;F;100;394;240;282;328;383;287
351;M;1;70;70;70;70;70;70
351;M;50;177;134;134;134;134;134
351;M;100;344;262;262;262;262;262
351;F;1;70;70;70;70;70;70
351;F;50;177;134;134;134;134;134
351;F;100;344;262;262;262;262;262
352;M;1;60;90;70;60;120;40
352;M;50;167;156;134;123;189;101
352;M;100;324;306;262;240;372;196
352;F;1;60;90;70;60;120;40
352;F;50;167;156;134;123;189;101
352;F;100;324;306;262;240;372;196
353;M;1;44;75;35;63;33;45
353;M;50;151;139;95;126;93;106
353;M;100;292;273;185;247;181;207
353;F;1;44;75;35;63;33;45
353;F;50;151;139;95;126;93;106
353;F;100;292;273;185;247;181;207
354;M;1;64;115;65;83;63;65
354;M;50;171;183;128;148;126;128
354;M;100;332;361;251;291;247;251
354;F;1;64;115;65;83;63;65
354;F;50;171;183;128;148;126;128
354;F;100;332;361;251;291;247;251
355;M;1;20;40;90;30;90;25
355;M;50;127;101;156;90;156;84
355;M;100;244;196;306;174;306;163
355;F;1;20;40;90;30;90;25
355;F;50;127;101;156;90;156;84
355;F;100;244;196;306;174;306;163
356;M;1;40;70;130;60;130;25
356;M;50;147;134;200;123;200;84
356;M;100;284;262;394;240;394;163
356;F;1;40;70;130;60;130;25
356;F;50;147;134;200;123;200;84
356;F;100;284;262;394;240;394;163
357;M;1;99;68;83;72;87;51
357;M;50;206;132;148;136;152;113
357;M;100;402;258;291;267;300;221
357;F;1;99;68;83;72;87;51
357;F;50;206;132;148;136;152;113
357;F;100;402;258;291;267;300;221
358;M;1;75;50;80;95;90;65
358;M;50;182;112;145;161;156;128
358;M;100;354;218;284;317;306;251
358;F;1;75;50;80;95;90;65
358;F;50;182;112;145;161;156;128
358;F;100;354;218;284;317;306;251
359;M;1;65;130;60;75;60;75
359;M;50;172;200;123;139;123;139
359;M;100;334;394;240;273;240;273
359;F;1;65;130;60;75;60;75
359;F;50;172;200;123;139;123;139
359;F;100;334;394;240;273;240;273
360;M;1;95;23;48;23;48;23
360;M;50;202;82;110;82;110;82
360;M;100;394;159;214;159;214;159
360;F;1;95;23;48;23;48;23
360;F;50;202;82;110;82;110;82
360;F;100;394;159;214;159;214;159
361;M;1;50;50;50;50;50;50
361;M;50;157;112;112;112;112;112
361;M;100;304;218;218;218;218;218
361;F;1;50;50;50;50;50;50
361;F;50;157;112;112;112;112;112
361;F;100;304;218;218;218;218;218
362;M;1;80;80;80;80;80;80
362;M;50;187;145;145;145;145;145
362;M;100;364;284;284;284;284;284
362;F;1;80;80;80;80;80;80
362;F;50;187;145;145;145;145;145
362;F;100;364;284;284;284;284;284
363;M;1;70;40;50;55;50;25
363;M;50;117;101;112;117;112;84
363;M;100;344;196;218;229;218;163
363;F;1;70;40;50;55;50;25
363;F;50;117;101;112;117;112;84
363;F;100;344;196;218;229;218;163
364;M;1;90;60;70;75;70;45
364;M;50;197;123;134;139;134;106
364;M;100;384;240;262;273;262;207
364;F;1;90;60;70;75;70;45
364;F;50;197;123;134;139;134;106
364;F;100;384;240;262;273;262;207
365;M;1;110;80;90;95;90;65
365;M;50;217;145;156;161;156;128
365;M;100;424;284;306;317;306;251
365;F;1;110;80;90;95;90;65
365;F;50;217;145;156;161;156;128
365;F;100;424;284;306;317;306;251
366;M;1;35;64;85;74;55;32
366;M;50;142;127;150;138;117;92
366;M;100;274;249;295;271;229;179
366;F;1;35;64;85;74;55;32
366;F;50;142;127;150;138;117;92
366;F;100;274;249;295;271;229;179
367;M;1;55;104;105;94;75;52
367;M;50;162;171;172;160;139;114
367;M;100;314;337;339;315;273;223
367;F;1;55;104;105;94;75;52
367;F;50;162;171;172;160;139;114
367;F;100;314;337;339;315;273;223
368;M;1;55;84;105;114;75;52
368;M;50;162;149;172;182;139;114
368;M;100;314;293;339;359;273;223
368;F;1;55;84;105;114;75;52
368;F;50;162;149;172;182;139;114
368;F;100;314;293;339;359;273;223
369;M;1;100;90;130;45;65;55
369;M;50;207;156;200;106;128;117
369;M;100;404;306;394;207;251;229
369;F;1;100;90;130;45;65;55
369;F;50;207;156;200;106;128;117
369;F;100;404;306;394;207;251;229
370;M;1;43;30;55;40;65;97
370;M;50;150;90;117;101;128;163
370;M;100;290;174;229;196;251;322
370;F;1;43;30;55;40;65;97
370;F;50;150;90;117;101;128;163
370;F;100;290;174;229;196;251;322
371;M;1;45;75;60;40;30;50
371;M;50;152;139;123;101;90;112
371;M;100;294;273;240;196;174;218
371;F;1;45;75;60;40;30;50
371;F;50;152;139;123;101;90;112
371;F;100;294;273;240;196;174;218
372;M;1;65;95;100;60;50;50
372;M;50;172;161;167;123;112;112
372;M;100;334;317;328;240;218;218
372;F;1;65;95;100;60;50;50
372;F;50;172;161;167;123;112;112
372;F;100;334;317;328;240;218;218
373;M;1;95;135;80;110;80;100
373;M;50;202;205;145;178;145;167
373;M;100;394;405;284;350;284;328
373;F;1;95;135;80;110;80;100
373;F;50;202;205;145;178;145;167
373;F;100;394;405;284;350;284;328
374;I;1;40;55;80;35;60;30
374;I;50;147;117;145;95;123;90
374;I;100;284;229;284;185;240;174
375;I;1;60;75;100;55;80;50
375;I;50;167;139;167;117;145;112
375;I;100;324;273;328;229;284;218
376;I;1;80;135;130;95;90;70
376;I;50;187;205;200;161;156;134
376;I;100;364;405;394;317;306;262
377;I;1;80;100;200;50;100;50
377;I;50;187;167;277;112;167;112
377;I;100;364;328;548;218;328;218
378;I;1;80;50;100;100;200;50
378;I;50;187;112;167;167;277;112
378;I;100;364;218;328;328;548;218
379;I;1;80;75;150;75;150;50
379;I;50;187;139;222;139;222;112
379;I;100;364;273;438;273;438;218
380;F;1;80;100;120;140;150;110
380;F;50;187;167;189;211;222;178
380;F;100;364;328;372;416;438;350
381;M;1;80;130;100;160;120;110
381;M;50;187;200;167;233;189;178
381;M;100;364;394;328;460;372;350
382;I;1;100;150;90;180;160;90
382;I;50;207;222;156;255;233;156
382;I;100;404;438;306;504;460;306
383;I;1;100;180;160;150;90;90
383;I;50;207;255;233;222;156;156
383;I;100;404;504;460;438;306;306
384;I;1;105;180;100;180;100;115
384;I;50;212;255;167;255;167;183
384;I;100;414;504;328;504;328;361
385;I;1;100;100;100;100;100;100
385;I;50;207;167;167;167;167;167
385;I;100;404;328;328;328;328;328
386;I;1;50;150;50;150;50;150
386;I;50;157;22;112;222;112;222
386;I;100;304;438;218;438;218;438
387;M;1;55;68;64;45;55;31
387;M;50;162;132;127;106;117;91
387;M;100;314;258;249;207;229;177
387;F;1;55;68;64;45;55;31
387;F;50;162;132;127;106;117;91
387;F;100;314;258;249;207;229;177
388;M;1;75;89;85;55;65;36
388;M;50;182;155;150;117;128;96
388;M;100;354;304;295;229;251;188
388;F;1;75;89;85;55;65;36
388;F;50;182;155;150;117;128;96
388;F;100;354;304;295;229;251;188
389;M;1;95;109;105;75;85;56
389;M;50;202;177;171;139;150;118
389;M;100;394;348;339;273;295;232
389;F;1;95;109;105;75;85;56
389;F;50;202;177;171;139;150;118
389;F;100;394;348;339;273;295;232
390;M;1;44;58;44;58;44;61
390;M;50;151;121;105;121;105;124
390;M;100;292;236;205;236;205;124
390;F;1;44;58;44;58;44;61
390;F;50;151;121;105;121;105;124
390;F;100;292;236;205;236;205;124
391;M;1;64;78;52;78;52;81
391;M;50;171;143;114;143;114;146
391;M;100;332;280;223;280;223;287
391;F;1;64;78;52;78;52;81
391;F;50;171;143;114;143;114;146
391;F;100;332;280;223;280;223;287
392;M;1;76;104;71;104;71;108
392;M;50;183;171;135;171;135;176
392;M;100;356;337;265;337;265;346
392;F;1;76;104;71;104;71;108
392;F;50;183;171;135;171;135;176
392;F;100;356;337;265;337;265;346
393;M;1;53;51;53;61;56;40
393;M;50;160;113;115;124;118;101
393;M;100;310;221;225;243;232;196
393;F;1;53;51;53;61;56;40
393;F;50;160;113;115;124;118;101
393;F;100;310;221;225;243;232;196
394;M;1;64;66;68;81;76;50
394;M;50;171;129;132;146;140;112
394;M;100;332;254;258;287;276;218
394;F;1;64;66;68;81;76;50
394;F;50;171;129;132;146;140;112
394;F;100;332;254;258;287;276;218
395;M;1;84;86;88;111;101;60
395;M;50;191;151;154;179;168;123
395;M;100;372;298;302;353;331;240
395;F;1;84;86;88;111;101;60
395;F;50;191;151;154;179;168;123
395;F;100;372;298;302;353;331;240
396;M;1;40;55;30;30;30;60
396;M;50;147;117;90;90;90;123
396;M;100;284;229;174;174;174;240
396;F;1;40;55;30;30;30;60
396;F;50;147;117;90;90;90;123
396;F;100;284;229;174;174;174;240
397;M;1;55;75;50;40;40;80
397;M;50;162;139;112;101;101;145
397;M;100;314;273;218;196;196;284
397;F;1;55;75;50;40;40;80
397;F;50;162;139;112;101;101;145
397;F;100;314;273;218;196;196;284
398;M;1;85;120;70;50;60;100
398;M;50;192;189;134;112;123;167
398;M;100;374;372;262;218;240;328
398;F;1;85;120;70;50;60;100
398;F;50;192;189;134;112;123;167
398;F;100;374;372;262;218;240;328
399;M;1;59;45;40;35;40;31
399;M;50;166;106;101;95;101;91
399;M;100;322;207;196;185;196;177
399;F;1;59;45;40;35;40;31
399;F;50;166;106;101;95;101;91
399;F;100;322;207;196;185;196;177
400;M;1;79;85;60;55;60;71
400;M;50;186;150;123;117;123;135
400;M;100;362;295;240;229;240;265
400;F;1;79;85;60;55;60;71
400;F;50;186;150;123;117;123;135
400;F;100;362;295;240;229;240;265
401;M;1;37;25;41;25;41;25
401;M;50;144;84;102;84;102;84
401;M;100;278;163;199;163;199;163
401;F;1;37;25;41;25;41;25
401;F;50;144;84;102;84;102;84
401;F;100;278;163;199;163;199;163
402;M;1;77;85;51;55;51;65
402;M;50;184;150;113;117;113;128
402;M;100;358;295;221;229;221;251
402;F;1;77;85;51;55;51;65
402;F;50;184;150;113;117;113;128
402;F;100;358;295;221;229;221;251
403;M;1;45;65;34;40;34;45
403;M;50;152;128;94;101;94;106
403;M;100;294;251;183;196;183;207
403;F;1;45;65;34;40;34;45
403;F;50;152;128;94;101;94;106
403;F;100;294;251;183;196;183;207
404;M;1;60;85;49;60;49;60
404;M;50;167;150;11;123;111;123
404;M;100;324;295;216;240;216;240
404;F;1;60;85;49;60;49;60
404;F;50;167;150;11;123;111;123
404;F;100;324;295;216;240;216;240
405;M;1;80;120;79;95;79;70
405;M;50;187;189;144;161;144;134
405;M;100;364;372;282;317;282;262
405;F;1;80;120;79;95;79;70
405;F;50;187;189;144;161;144;134
405;F;100;364;372;282;317;282;262
406;M;1;40;30;35;50;70;55
406;M;50;147;90;95;112;134;117
406;M;100;284;174;185;218;262;229
406;F;1;40;30;35;50;70;55
406;F;50;147;90;95;112;134;117
406;F;100;284;174;185;218;262;229
407;M;1;60;70;65;125;105;90
407;M;50;167;134;128;194;172;156
407;M;100;324;263;251;383;339;306
407;F;1;60;70;65;125;105;90
407;F;50;167;134;128;194;172;156
407;F;100;324;263;251;383;339;306
408;M;1;67;125;40;30;30;58
408;M;50;174;194;101;90;90;121
408;M;100;338;383;196;174;174;236
408;F;1;67;125;40;30;30;58
408;F;50;174;194;101;90;90;121
408;F;100;338;383;196;174;174;236
409;M;1;97;165;60;65;50;58
409;M;50;204;138;123;128;112;121
409;M;100;398;471;240;251;218;236
409;F;1;97;165;60;65;50;58
409;F;50;204;138;123;128;112;121
409;F;100;398;471;240;251;218;236
410;M;1;30;42;118;42;88;30
410;M;50;137;103;187;103;154;90
410;M;100;264;201;368;201;302;174
410;F;1;30;42;118;42;88;30
410;F;50;137;103;187;103;154;90
410;F;100;264;201;368;201;302;174
411;M;1;60;52;168;47;138;30
411;M;50;167;114;242;108;209;90
411;M;100;324;223;478;212;412;174
411;F;1;60;52;168;47;138;30
411;F;50;167;114;242;108;209;90
411;F;100;324;223;478;212;412;174
412;M;1;40;29;45;29;45;36
412;M;50;147;89;106;89;106;96
412;M;100;284;172;207;172;207;188
412;F;1;40;29;45;29;45;36
412;F;50;147;89;106;89;106;96
412;F;100;284;172;207;172;207;188
413;M;1;60;59;85;79;105;36
413;M;50;167;122;150;144;172;96
413;M;100;324;238;295;282;339;188
413;F;1;60;59;85;79;105;36
413;F;50;167;122;150;144;172;96
413;F;100;324;238;295;282;339;188
414;M;1;70;94;50;94;50;66
414;M;50;177;160;112;160;112;129
414;M;100;344;315;218;315;218;254
415;M;1;30;30;42;30;42;70
415;M;50;137;90;103;90;103;134
415;M;100;264;174;201;174;201;262
415;F;1;30;30;42;30;42;70
415;F;50;137;90;103;90;103;134
415;F;100;264;174;201;174;201;262
416;F;1;70;80;102;80;102;40
416;F;50;177;145;169;145;169;101
416;F;100;344;284;333;284;333;196
417;M;1;60;45;70;45;90;95
417;M;50;167;106;134;106;156;161
417;M;100;324;207;262;207;306;317
417;F;1;60;45;70;45;90;95
417;F;50;167;106;134;106;156;161
